definition,class,strictness,scope,stem_final_match_present,stem_final_match_imperfective,stem_final_match_perfective,stem_final_match_imperative,stem_final_match_infinitive
he's thirsty,IVa,loose,ending,False,False,False,False,False
he's thirsty,Vc*,strict,reconstructs,True,True,True,True,True
he's thirsty,Vc*,loose,full,True,True,True,True,True
1. he's getting some liquid  2. he's picking up some liquid,Ia,strict,reconstructs,True,True,True,True,True
1. he's getting some liquid  2. he's picking up some liquid,Ia,loose,full,True,True,True,True,True
he's taking his hat off,Ia,strict,reconstructs,True,True,True,True,True
he's taking his hat off,Ia,loose,full,True,True,True,True,True
he's hoeing it,Id,strict,ending,False,False,False,True,False
he's hoeing it,Id,loose,ending,False,False,False,True,False
he's hoeing it,IIa,loose,ending,False,False,False,False,False
he's hoeing it,IVa,loose,ending,False,False,False,False,False
he's hoeing it,Vc*,strict,reconstructs,True,True,True,True,True
he's hoeing it,Vc*,loose,full,True,True,True,True,True
he's singing,Ia,strict,full,True,True,True,True,True
he's singing,Ia,loose,full,True,True,True,True,True
"he hears him, it",Id,strict,ending,False,False,False,True,False
"he hears him, it",Id,loose,ending,False,False,False,True,False
"he hears him, it",IIa,loose,ending,False,False,False,False,False
"he hears him, it",IVa,loose,ending,False,False,False,False,False
"he hears him, it",Vc*,strict,reconstructs,True,True,True,True,True
"he hears him, it",Vc*,loose,full,True,True,True,True,True
he's dancing,Ia,strict,reconstructs,True,True,True,True,True
he's dancing,Ia,loose,full,True,True,True,True,True
it's exploding,Ia,strict,reconstructs,True,True,True,True,True
it's exploding,Ia,loose,full,True,True,True,True,True
he's stealing it,Ia,strict,reconstructs,True,True,True,True,True
he's stealing it,Ia,loose,full,True,True,True,True,True
he's taking his ring off,Ia,strict,reconstructs,True,True,True,True,True
he's taking his ring off,Ia,loose,full,True,True,True,True,True
"he's shelling, picking out (peas, nut meats, etc.)",Ia,strict,reconstructs,True,True,True,True,True
"he's shelling, picking out (peas, nut meats, etc.)",Ia,loose,full,True,True,True,True,True
"1. he's imitating him, it 2. he's mocking him",Ia,strict,ending,True,True,True,False,True
"1. he's imitating him, it 2. he's mocking him",Ia,loose,ending,True,True,True,False,True
"1. he's imitating him, it 2. he's mocking him",Id,strict,ending,False,False,False,True,False
"1. he's imitating him, it 2. he's mocking him",Id,loose,ending,False,False,False,True,False
"1. he's imitating him, it 2. he's mocking him",IIa,loose,ending,False,False,False,True,False
"1. he's imitating him, it 2. he's mocking him",Vb*,strict,ending,False,False,False,False,False
"1. he's imitating him, it 2. he's mocking him",Vb*,loose,ending,False,False,False,False,False
he's writing it,Id,strict,ending,False,False,False,True,False
he's writing it,Id,loose,ending,False,False,False,True,False
he's writing it,IIa,loose,ending,False,False,False,False,False
he's writing it,IVa,loose,ending,False,False,False,False,False
he's writing it,Vc*,strict,reconstructs,True,True,True,True,True
he's writing it,Vc*,loose,full,True,True,True,True,True
"he's running away, he's escaping",Ia,strict,reconstructs,True,True,True,True,True
"he's running away, he's escaping",Ia,loose,full,True,True,True,True,True
he's crushing it,Ib,strict,reconstructs,True,True,True,True,True
he's crushing it,Ib,loose,full,True,True,True,True,True
he's crushing it,Id,strict,ending,False,False,False,True,False
he's crushing it,Id,loose,ending,False,False,False,True,False
he's crushing it,IIa,loose,ending,False,False,False,False,False
he's hammering it,Ib,strict,reconstructs,True,True,True,True,True
he's hammering it,Ib,loose,full,True,True,True,True,True
he's hammering it,Id,strict,ending,False,False,False,True,False
he's hammering it,Id,loose,ending,False,False,False,True,False
he's hammering it,IIa,loose,ending,False,False,False,False,False
stubbing his toe,Ib,strict,full,True,True,True,True,True
stubbing his toe,Ib,loose,full,True,True,True,True,True
stubbing his toe,Id,strict,ending,False,False,False,True,False
stubbing his toe,Id,loose,ending,False,False,False,True,False
stubbing his toe,IIa,loose,ending,False,False,False,False,False
he's cracking it,Ib,strict,reconstructs,True,True,True,True,True
he's cracking it,Ib,loose,full,True,True,True,True,True
he's cracking it,Id,strict,ending,False,False,False,True,False
he's cracking it,Id,loose,ending,False,False,False,True,False
he's cracking it,IIa,loose,ending,False,False,False,False,False
he's washing it,Ib,strict,reconstructs,True,True,True,True,True
he's washing it,Ib,loose,full,True,True,True,True,True
he's washing it,Id,strict,ending,False,False,False,True,False
he's washing it,Id,loose,ending,False,False,False,True,False
he's washing it,IIa,loose,ending,False,False,False,False,False
he's measuring it,Ib,strict,reconstructs,True,True,True,True,True
he's measuring it,Ib,loose,full,True,True,True,True,True
he's measuring it,Id,strict,ending,False,False,False,True,False
he's measuring it,Id,loose,ending,False,False,False,True,False
he's measuring it,IIa,loose,ending,False,False,False,False,False
1. he's bathing  2. he's swimming,Ib,strict,reconstructs,True,True,True,True,True
1. he's bathing  2. he's swimming,Ib,loose,full,True,True,True,True,True
1. he's bathing  2. he's swimming,Id,strict,ending,False,False,False,True,False
1. he's bathing  2. he's swimming,Id,loose,ending,False,False,False,True,False
1. he's bathing  2. he's swimming,IIa,loose,ending,False,False,False,False,False
1. he's bathing him 2. he's baptizing him,Ib,strict,reconstructs,True,True,True,True,True
1. he's bathing him 2. he's baptizing him,Ib,loose,full,True,True,True,True,True
1. he's bathing him 2. he's baptizing him,Id,strict,ending,False,False,False,True,False
1. he's bathing him 2. he's baptizing him,Id,loose,ending,False,False,False,True,False
1. he's bathing him 2. he's baptizing him,IIa,loose,ending,False,False,False,False,False
he's putting on a shirt,Ib,strict,reconstructs,True,True,True,True,True
he's putting on a shirt,Ib,loose,full,True,True,True,True,True
he's putting on a shirt,Id,strict,ending,False,False,False,True,False
he's putting on a shirt,Id,loose,ending,False,False,False,True,False
he's putting on a shirt,IIa,loose,ending,False,False,False,False,False
he's putting on clothes,Ib,strict,reconstructs,True,True,True,True,True
he's putting on clothes,Ib,loose,full,True,True,True,True,True
he's putting on clothes,Id,strict,ending,False,False,False,True,False
he's putting on clothes,Id,loose,ending,False,False,False,True,False
he's putting on clothes,IIa,loose,ending,False,False,False,False,False
he's combing someone's hair,Ib,strict,reconstructs,True,True,True,True,True
he's combing someone's hair,Ib,loose,full,True,True,True,True,True
he's combing someone's hair,Id,strict,ending,False,False,False,True,False
he's combing someone's hair,Id,loose,ending,False,False,False,True,False
he's combing someone's hair,IIa,loose,ending,False,False,False,False,False
he's combing his hair,Ib,strict,reconstructs,True,True,True,True,True
he's combing his hair,Ib,loose,full,True,True,True,True,True
he's combing his hair,Id,strict,ending,False,False,False,True,False
he's combing his hair,Id,loose,ending,False,False,False,True,False
he's combing his hair,IIa,loose,ending,False,False,False,False,False
he's performing a baptism,Ib,strict,reconstructs,True,True,True,True,True
he's performing a baptism,Ib,loose,full,True,True,True,True,True
he's performing a baptism,Id,strict,ending,False,False,False,True,False
he's performing a baptism,Id,loose,ending,False,False,False,True,False
he's performing a baptism,IIa,loose,ending,False,False,False,False,False
"he's accumulating it, he's increasing it",Ib,strict,full,True,True,True,True,True
"he's accumulating it, he's increasing it",Ib,loose,full,True,True,True,True,True
"he's accumulating it, he's increasing it",Id,strict,ending,False,False,False,True,False
"he's accumulating it, he's increasing it",Id,loose,ending,False,False,False,True,False
"he's accumulating it, he's increasing it",IIa,loose,ending,False,False,False,False,False
he's washing his face,Ib,strict,reconstructs,True,True,True,True,True
he's washing his face,Ib,loose,full,True,True,True,True,True
he's washing his face,Id,strict,ending,False,False,False,True,False
he's washing his face,Id,loose,ending,False,False,False,True,False
he's washing his face,IIa,loose,ending,False,False,False,False,False
he's sopping it,Ia,strict,ending,False,False,False,False,False
he's sopping it,Ia,loose,ending,False,False,False,False,False
he's sopping it,Ib,strict,ending,False,False,False,False,False
he's sopping it,Ib,loose,ending,False,False,False,False,False
he's sopping it,Id,strict,ending,False,False,False,True,False
he's sopping it,Id,loose,ending,False,False,False,True,False
he's sopping it,IIa,loose,ending,False,False,False,False,False
he's moving it from one place to another,Ia,strict,ending,False,False,False,False,False
he's moving it from one place to another,Ia,loose,ending,False,False,False,False,False
he's moving it from one place to another,Ic,strict,ending,True,True,False,True,True
he's moving it from one place to another,Ic,loose,ending,True,True,False,True,True
he's moving it from one place to another,Ic*,strict,reconstructs,True,True,True,True,True
he's moving it from one place to another,Ic*,loose,full,True,True,True,True,True
he's moving it from one place to another,Id,strict,ending,False,False,False,True,False
he's moving it from one place to another,Id,loose,ending,False,False,False,True,False
he's moving it from one place to another,IIa,loose,ending,False,False,False,False,False
1. he's turning back 2. he's turning (his head or body),Ia,strict,ending,False,False,False,False,False
1. he's turning back 2. he's turning (his head or body),Ia,loose,ending,False,False,False,False,False
1. he's turning back 2. he's turning (his head or body),Ic,strict,ending,True,True,False,True,True
1. he's turning back 2. he's turning (his head or body),Ic,loose,ending,True,True,False,True,True
1. he's turning back 2. he's turning (his head or body),Ic*,strict,reconstructs,True,True,True,True,True
1. he's turning back 2. he's turning (his head or body),Ic*,loose,full,True,True,True,True,True
1. he's turning back 2. he's turning (his head or body),Id,strict,ending,False,False,False,True,False
1. he's turning back 2. he's turning (his head or body),Id,loose,ending,False,False,False,True,False
1. he's turning back 2. he's turning (his head or body),IIa,loose,ending,False,False,False,False,False
he's changing shoes,Ia,strict,ending,False,False,False,False,False
he's changing shoes,Ia,loose,ending,False,False,False,False,False
he's changing shoes,Ic,strict,ending,True,True,False,True,True
he's changing shoes,Ic,loose,ending,True,True,False,True,True
he's changing shoes,Ic*,strict,reconstructs,True,True,True,True,True
he's changing shoes,Ic*,loose,full,True,True,True,True,True
he's changing shoes,Id,strict,ending,False,False,False,True,False
he's changing shoes,Id,loose,ending,False,False,False,True,False
he's changing shoes,IIa,loose,ending,False,False,False,False,False
he's changing his pants,Ia,strict,ending,False,False,False,False,False
he's changing his pants,Ia,loose,ending,False,False,False,False,False
he's changing his pants,Ic,strict,ending,True,True,False,True,True
he's changing his pants,Ic,loose,ending,True,True,False,True,True
