definition,present,present_1sg,imperfective,perfective,imperative,infinitive,consensus_stem,set_a_b,translocutive,partitive,distributive,stem_type,metathesis_strategy,metathesis_involved,ka_variant,uwa_3rd,aki_1st,3rd_person_object,multiple_explanations
"he's smothering, suffocating",hawostih,hawostih,hawostisk,hawosthan,hawosta,hawostoht,hawostih,b,False,False,False,con,none,False,False,False,True,False,True
he's holding his breath,athawhostih,atawhostih,athawhostisk,athawhosthan,athawhosta,athawhostoht,athawhostih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
"1. he's breaking it., 2. he's spoiling him",yostih,yostih,yostisk,yosthan,yosta,yostoht,yostih,a,False,False,False,con,none,False,False,False,False,False,True
he's making him angry,nhalvstih,nalvstih,nhalvstisk,nhalvsthan,nalvsta,nhalvstoht,nhalvstih,a,False,False,False,con,h_cons,True,True,False,False,True,True
he's vomiting,khstih,khstih,khstisk,khsthan,khsta,khstoht,khstih,b,False,False,True,con,none,False,False,False,True,False,True
it's (sun or moon) shining,kalih,,kalisk,kalis,,kalihist,kalih,a,False,False,False,con,none,False,False,False,False,False,True
he's greeting him,yolih,yolih,yolih,yolil,yolika,yolist,yolih,a,False,False,False,con,none,False,False,False,False,False,True
"he's joking, he's teasing",welhih,welhih,welhisk,welhvnh,welhvna,welhvht,welhih,a,False,False,False,con,none,False,True,False,False,False,True
he's speaking,wonih,wonih,wonisk,wonis,wonihi,wonihist,wonih,a,False,False,False,con,none,False,True,False,False,False,True
he's hitting him on the abdomen with a long object,skwohalvnih,skwohalvnih,skwohalvnih,skwohalvnil,skwohalvnika,skwohalvnist,skwohalvnih,a,False,False,False,con,none,False,False,False,False,False,True
he's hitting him on the head with a long object,skwalvnih,skwalvnih,skwalvnih,skwalvnil,skwalvnika,skwalvnist,skwalvnih,a,False,False,False,con,none,False,False,False,False,False,True
he's hitting him on the mouth,hulvnih,ulvnih,hulvnih,hulvnil,ulvnika,hulvnist,hulvnih,a,False,False,False,con,none,False,False,False,False,True,True
"he's slapping him, it",asihthvnih,asihthvnih,asihthvnih,asihthvnil,asihthvnika,asihthvnist,asihthvnih,a,False,False,False,vowel_a,none,False,False,False,False,True,True
he's beating him up,lvnhih,lvnhih,lvnhih,lvnhil,lvnhka,lvnst,lvnhih,a,False,False,False,con,none,False,True,False,False,False,True
he's changing his socks,aliyosih,aliyosih,aliyosih,aliyosvh,aliyosa,aliyosvht,aliyosih,a,False,False,True,vowel_a,none,False,False,False,False,False,True
he hates him,nikwathih,nikwathih,nikwathih,nikwathilh,nikwathika,nikwathist,nikwathih,a,False,False,False,con,none,False,True,False,False,False,True
he's peeking through,akhthih,akathih,akhthisk,akhthanh,akhtha,akhthoht,akhthih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's looking around,khthenoh,kathenoh,khthenoh,khthenol,khthenaka,khthenast,khthenoh,a,False,False,False,con,none,False,False,False,False,False,True
1. he's going around a curve  2. he's turning off the road  3. he's circling it,ateyoh,ateyoh,ateyoh,ateyol,ateyaka,ateyst,ateyoh,a,False,False,False,vowel_a,none,False,False,False,False,False,True
"he, it's spinning, rotating",atikwalvteyoh,atikwalvteyoh,atikwalvteyoh,atikwalvteyol,atikwalvteyaka,atikwalvteyst,atikwalvteyoh,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's braiding it,steyoh,steyoh,steyoh,steyol,steyaka,steyot,steyoh,a,False,False,False,con,none,False,False,False,False,False,True
he's afraid,skah,skah,skah,skal,skaya,skast,skah,a,False,False,False,con,none,False,False,False,False,False,True
he's looking after him,khanowatitoh,kanowatitoh,khanowatitoh,khanowatitol,kanowatita,khanowatitast,khanowatitoh,a,False,False,True,con,none,False,False,False,False,True,True
"he's handling it, he has it in his hand",hitoh,itoh,hitoh,hitol,hita,hitast,hitoh,a,False,False,False,con,none,False,False,False,False,False,True
he's visiting him,whahthvhitoh,wahthvhitoh,whahthvhitoh,whahthvhitol,wahthvhita,whahthvhitast,whahthvhitoh,a,False,False,False,con,none,False,False,False,False,True,True
he's visiting,atawhahthvhitoh,atawahthvhitoh,atawhahthvhitoh,atawhahthvhitol,atawhahthvhita,atawhahthvhitast,atawhahthvhitoh,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's handling some liquid,nhtsitoh,nvtsitoh,nhtsitoh,nhtsitol,nhtsita,nhtsitast,nhtsitoh,a,False,False,False,con,none,False,True,False,False,False,True
he's hunting,nohalitoh,noalitoh,nohalitoh,nohalitol,nohalita,nohalitast,nohalitoh,a,False,False,False,con,none,False,True,False,False,False,True
its taking time,lhiilitoh,,lhiilitoh,lhiilitol,,lhiilitast,lhiilitoh,a,False,False,False,con,none,False,False,False,False,False,True
he's handling a long object,nitoh,nitoh,nitoh,nitol,nata,nitast,nitoh,a,False,False,False,con,none,False,True,True,False,True,True
he's handling a flexible object,nhitoh,nitoh,nhitoh,nhitol,nhita,nhitast,nhitoh,a,False,False,False,con,none,False,True,False,False,False,True
"he's tromping on him/it,   he's speaking badly of him",alastaeh,alastaeh,alastaesk,alastaelh,alastavla,alastaeht,alastaeh,a,False,False,False,vowel_a,none,False,False,False,False,True,True
he's agitating liquid,nhkwaeh,nhkwaeh,nhkwaesk,nhkwaeh,nhkwavla,nhkwaeht,nhkwaeh,a,False,False,False,con,none,False,True,False,False,False,True
"1. he's taking liquid from him, it  2. he's milking it (when used with unvdi)",nekieh,nekieh,nekieh,nekiel,nekisi,nekieht,nekieh,a,False,False,False,con,none,False,True,False,False,False,True
he's disbelieving,atlasithveh,atlasithveh,atlasithveh,atlasithvel,atlasithvsi,atlasithveht,atlasithveh,b,False,False,False,vowel_a,none,False,False,False,False,False,True
he's paying him,akwhiyveh,akwiyveh,akwhiyveh,akwhiyvel,akwiyvsi,akwhiyveht,akwhiyveh,a,False,False,False,vowel_a,none,False,False,False,False,True,True
it's dripping,skwoih,,skwoih,skwol,,skwoist,skwoih,a,False,False,False,con,none,False,True,True,False,False,True
he's moaning,liyetih,liyetih,liyetisk,liyethan,liyeta,liyetoht,liyetih,b,False,False,False,con,none,False,False,False,True,False,True
he's making a mistake,litastih,litastih,litastisk,litasthan,litasta,litastoht,litastih,b,False,False,False,con,none,False,False,False,True,False,True
he's batting it,ostvnih,ostvnih,ostvnih,ostvnil,ostvnika,ostvnist,ostvnih,a,False,False,False,vowel_e,none,False,True,False,False,False,True
"he, it's rocking",alhihkeh,alihkeh,alhihkesk,alhihkeh,alhihkvla,alhihkeht,alhihkeh,a,False,False,True,vowel_a,none,False,False,False,False,False,True
he's telling it,nhoheh,noheh,nhohesk,nhohelh,nhohvla,nhoheht,nhoheh,a,False,False,False,con,h_cons,True,True,False,False,False,True
he's conversing,alhinoheh,alinoheh,alhinohesk,alhinohelh,alhinohvla,alhinoheht,alhinoheh,a,False,False,True,vowel_a,none,False,False,False,False,False,True
he's looking at himself in a mirror,atakheh,atakheh,atakhesk,atakheh,atakhvla,atakheht,atakheh,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's saying to him,oseh,oseh,oseh,osel,osi,oseht,oseh,a,False,False,False,vowel_e,none,False,True,False,False,True,True
"he's over-taking him, it",lohiseh,loiseh,lohiseh,lohisel,loisi,lohiseht,lohiseh,a,False,False,False,con,none,False,True,False,False,True,True
he's losing it,yohuseh,yohuseh,yohuseh,yohusel,yohusi,yohuseht,yohuseh,b,False,False,False,con,none,False,False,False,True,False,True
he's thinking,atanhtheh,atanvtheh,atanhthesk,atanhthelh,atanhthvla,atanhtheht,atanhtheh,a,False,False,False,vowel_a,none,False,False,False,False,False,True
"he's trimming it, (boy's hair, grass, hedge, but not paper, cloth)",stoyeh,stoyeh,stoyesk,stoyeh,stoya,stoyht,stoyeh,a,False,False,False,con,none,False,False,False,False,False,True
he's prying it,nhekwatih,nekwatih,nhekwatisk,nhekwatvh,nhekwata,nhekwatht,nhekwatih,a,False,False,False,con,h_cons,True,True,False,False,False,True
he's placing a long object in an upright position,alehtih,aletih,alehtisk,alehthan,alehta,alehtoht,alehtih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
1. he's helping him up 2. he's standing it up (object with legs),alehtih,aletih,alehtisk,alehthan,aleta,alehtoht,alehtih,a,False,False,True,vowel_a,none,False,False,False,False,True,True
"he's making it (round, long) fall",ohonhtih,oonhtih,ohonhtisk,ohonhthan,ohonhta,ohonhtoht,ohonhtih,a,False,False,False,vowel_e,none,False,True,False,False,False,True
he's showing it to him,kowhthvhtih,kowhthvhtih,kowhthvhtisk,kowhthvhthan,kowhthvhta,kowhthvhtoht,kowhthvhtih,a,False,False,False,con,none,False,False,False,False,False,True
he's melting it,vnawhtih,vnawotih,vnawhtisk,vnawhthan,vnawhta,vnawhtoht,vnawhtih,a,False,False,False,vowel_v,none,False,True,False,False,False,True
he's warming it,kanawhtih,kanawotih,kanawhtisk,kanawhthan,kanawhta,kanawhtoht,kanawhtih,a,False,False,False,con,none,False,False,False,False,False,True
1. he's making it crisp  2. he's starching it,stakayhtih,stakayhtih,stakayhtisk,stakayhthan,stakayhta,stakayhtoht,stakayhtih,a,False,False,False,con,none,False,False,False,False,False,True
he's rising from a prone position,atitih,atiti,atitisk,atitvh,atita,atitht,atitih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
"he's taking off flying, its flying away",alhawitih,atlawitih,alhawitisk,alhawitvh,alhawita,alhawitht,alhawitih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
"he's taking it (animal, flexible object) somewhere",nawitih,nawitih,nawitisk,nawitvh,nawita,nawitht,nawitih,a,False,False,False,con,none,False,True,False,False,False,True
he's taking some liquid somewhere,newhitih,newitih,newhitisk,newhitvh,newhita,newhitht,newhitih,a,False,False,False,con,none,False,True,False,False,False,True
he's taking a long object somewhere,yvwhitih,yvwitih,yvwhitisk,yvwhitvh,yvwhita,yvwhitht,yvwhitih,a,False,False,False,con,none,False,False,False,False,False,True
he's putting it into a container,lhtih,lotih,lhtisk,lhthan,lhta,lhtoht,lhtih,a,False,False,False,con,none,False,True,False,False,False,True
he's setting a price,kvwalhtih,kvwalotih,kvwalhtisk,kvwalhthan,kvwalhta,kvwalhtoht,kvwalhtih,a,False,False,True,con,none,False,False,False,False,False,True
he's attempting it,anelhtih,anelhtih,anelhtisk,anelhthan,anelhta,anelhtoht,anelhtih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
"he's playing with him, it",anelhtih,anelhtih,anelhtisk,anelhthan,anelhta,anelhtoht,anelhtih,a,False,False,True,vowel_a,none,False,False,False,False,True,True
he's lecturing him,wonhtih,wonhtih,wonhtisk,wonhthan,wonhta,wonhtoht,wonhtih,a,False,False,False,con,none,False,True,False,False,False,True
he's putting it on,vnhtih,vnhtih,vnhtisk,vnhthan,vnhta,vnhtoht,vnhtih,a,False,True,False,vowel_v,none,False,True,False,False,False,True
he's stopping him/it,alewhistohtih,alewistohtih,alewhistohtisk,alewhistohthan,alewistohta,alewhistohtoht,alewhistohtih,a,False,False,False,vowel_a,none,False,False,False,False,True,True
"he is dropping him, it (flexible)",atonhtih,atonhtih,atonhtisk,atonhthan,atonhta,atonhtoht,atonhtih,a,False,False,False,vowel_a,none,False,True,False,False,True,True
he's staggering,atokhtih,atokhtih,atokhtisk,atokhthan,atokhta,atokhtoht,atokhtih,b,False,False,True,vowel_a,none,False,False,False,False,False,True
he's deciding,ukhtih,ukotih,ukhtisk,ukhthan,ukhta,ukhtoht,ukhtih,a,False,False,True,vowel_e,none,False,True,False,False,False,True
he's snorting,alhiyvsanawstih,aliyvsanawstih,alhiyvsanawstisk,alhiyvsanawsthan,alhiyvsanawsta,alhiyvsanawstoht,alhiyvsanawstih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
"he's including him, it (in counting)",asestih,asestih,asestisk,asesthan,asesta,asestoht,asestih,a,False,False,False,vowel_a,none,False,False,False,False,True,True
he's promising,thuistih,thuistih,thuistisk,thuisthan,thuista,thuistoht,thuistih,a,False,False,False,con,none,False,False,False,False,False,True
he's mentioning it,nheistih,neistih,nheistisk,nheistan,nheista,nheistoht,nheistih,a,False,False,False,con,h_cons,True,True,False,False,False,True
1. he's preparing it.  2. he's getting ready,atvnvistih,atvnvistih,atvnvistisk,atvnvisthan,atvnvista,atvnvistoht,atvnvistih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
"1. he's raising him, it., 2. he's growing it., (plant)",athvhistih,atvhistih,athvhistisk,athvhisthan,atvhista,athvhistoht,athvhistih,a,False,False,False,vowel_a,none,False,False,False,False,True,True
he's stopping by (on his way somewhere),lohistih,loistih,lohistisk,lohisthan,lohista,lohistoht,lohistih,a,False,False,False,con,none,False,True,False,False,False,True
he's taking a break,yohistih,yohistih,yohistisk,yohisthan,yohista,yohistoht,yohistih,a,False,False,False,con,none,False,False,False,False,False,True
he's cooking it (a specific food),vnhistih,vnistih,vnhistisk,vnhisthan,vnhista,vnhistoht,vnhistih,a,False,False,False,vowel_v,none,False,True,False,False,False,True
he/it is stopping,alewhistih,alewistih,alewhistisk,alewhisthan,alewhista,alewhistoht,alewhistih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
"he's burning him, it",akohvstih,akohvstih,akohvstisk,akohvsthan,akohvsta,akohvstoht,akohvstih,a,False,False,False,vowel_a,none,False,False,False,False,True,True
"he's pressing down on him, it",asonstih,asonstih,asonstisk,asonsthan,asonsta,asonstoht,asonstih,a,False,False,False,vowel_a,none,False,False,False,False,True,True
he's smelling it  (sniff),alsvstih,alisvstih,alsvstisk,alsvsthan,alsvsta,alsvstoht,alsvstih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's taking off running,atanawstih,atanawstih,atanawstisk,atanawsthan,atanawsta,atanawstoht,atanawstih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
He's making an X,atanhawstih,atanawstih,atanhawstisk,atanhawsthan,atanhawsta,atanhawstoht,atanhawstih,a,False,False,True,vowel_a,none,False,False,False,False,False,True
he's breaking it up,yoistih,yoistih,yoistisk,yoisthan,yoista,yoistoht,yoistih,a,False,False,False,con,none,False,False,False,False,False,True
he's loaning it to him,atholstih,atholstih,atholstisk,atholsthan,atholsta,atholstoht,atholstih,a,False,False,False,vowel_a,none,False,False,False,False,True,True
"1. he's aiming at him, it  2 . he's aiming it",alsostih,alisostih,alsostisk,alsosthan,alisosta,alsostoht,alsostih,a,False,False,True,vowel_a,none,False,False,False,False,True,True
he's scheduling time,svstih,svstih,svstisk,svsthan,svsta,svstoht,svstih,a,False,False,True,con,none,False,False,False,False,False,True
he's accusing him,uhistih,uistih,uhistisk,uhisthan,uista,uhistoht,uhistih,a,False,False,False,vowel_e,none,False,True,False,False,True,True
1. he's setting a goal 2.  he's aiming,alsostih,alisostih,alsostisk,alsosthan,alsosta,alsostoht,alsostih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's sifting it,vkustih,vkustih,vkustisk,vkusthan,vkusta,vkustoht,vkustih,a,False,False,False,vowel_v,none,False,True,False,False,False,True
he's resting,atawesolvstih,atawesolvstih,atawesolvstisk,atawesolvsthan,atawesolvsta,atawesolvstoht,atawesolvstih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's straining it,nhvsolvstih,nvsolvstih,nhvsolvstisk,nhvsolvsthan,nhvsolvsta,nhvsolvstoht,nhvsolvstih,a,False,False,False,con,h_cons,True,True,False,False,False,True
1. he's making smoke; 2. it's smoking,khsvstih,kasvstih,khsvstisk,khsvsthan,khsvsta,khsvstoht,khsvstih,a,False,False,True,con,none,False,False,False,False,False,True
"he's making him, it fly",alhawithtih,atlawithtih,alhawithtisk,alhawithtan,atlawithta,alhawithtoht,alhawithtih,a,False,False,False,vowel_a,none,False,False,False,False,True,True
he's shattering it,alhkhothtih,alikhothtih,alhkhothtisk,alhkhoththan,alhkhothta,alhkhothtoht,alhkhothtih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
"he's counting it, them",asehih,asehih,asehih,aselh,aseka,asest,asehih,a,False,False,True,vowel_a,none,False,False,False,False,False,True
he's distributing it,yathohih,yathohih,yathohih,yatholh,yathohi,yathohist,yathohih,a,False,False,False,con,none,False,False,False,False,False,True
he's putting on a belt,atatlohih,atatlohih,atatlohih,atatlolh,atatloka,atatlost,atatlohih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's strapping it,tlohih,tlohih,tlohih,tlolh,tloka,tlost,tlohih,a,False,False,False,con,none,False,True,True,False,False,True
1. he's tying up a leg 2. he's applying a break,nvlhohih,nvlhohih,nvlhohih,nvlholh,nvlhoka,nvlhost,nvlhohih,a,False,False,False,con,none,False,True,False,False,False,True
"1. he's pricking him, it  2. he's giving him an injection",atsayohih,atsayoih,atsayohih,atsayolh,atsayoa,atsayost,atsayohih,a,False,False,False,vowel_e,none,False,True,False,False,True,True
he's asking for it,thayohih,thayohih,thayohih,thayolh,thayoha,thayost,thayohih,a,False,False,False,con,none,False,False,False,False,False,True
he's pecking it,akwayohih,akwayoih,akwayohih,akwayolh,akwayoa,akwayost,akwayohih,a,False,False,False,vowel_e,none,False,True,False,False,True,True
it's becoming crisp,stakayvhih,,stakayvhih,stakayvlh,,,stakayvhih,a,False,False,False,con,none,False,False,False,False,False,True
"he's rolling him, it",asakwalehih,asakwalehih,asakwalehih,asakwalelh,asakwaleka,asakwalest,asakwalehih,a,False,False,False,vowel_e,none,False,True,False,False,True,True
he's tying it,khanehih,kanehih,khanehih,khanelh,khaneka,khanest,khanehih,a,False,False,True,con,none,False,False,False,False,False,True
he's wrestling,anhehih,anhehih,anhehih,anhelh,anheka,anhest,anhehih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's arguing,athiyohih,atiyohih,athiyohih,athiyolh,athiyoka,athiyost,athiyohih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
it's ripping,atatsakalih,atatsakali,atatsakalisk,atatsakalvh,atatsakala,atatsakalht,atatsakalih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's ripping it,tsakalih,tsakali,tsakalisk,tsakalvh,tsakala,tsakalht,tsakalih,a,False,False,False,con,none,False,True,True,False,False,True
"he's cleaning him, it",nvkalih,nvkali,nvkalisk,nvkalvh,nvkala,nvkalht,nvkalih,a,False,False,False,con,none,False,True,False,False,False,True
"he's peeling, skinning him, it",nekalih,nekalih,nekalisk,nekalvh,nekala,nekalht,nekalih,a,False,False,False,con,none,False,True,False,False,False,True
he's playing ball,alaskalih,alaskalih,alaskalisk,alaskalvh,alaskala,alaskalht,alaskalih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
"1. he's cutting it, 2. he's slicing it",kvhalih,kvalih,kvhalisk,kvhalvh,kvhala,kvhalht,kvhalih,a,False,False,False,con,none,False,False,False,False,False,True
it's lightning,nakalih,,nakalisk,nakalvh,,,nakalih,a,False,False,False,con,none,False,False,False,False,False,True
he's helping him,stelih,stelih,stelisk,stelvh,stela,stelht,stelih,a,False,False,False,con,none,False,False,False,False,False,True
he's helping,alstelih,alistelih,alstelisk,alstelvh,alstela,alstelht,alstelih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's acting silly,atvnelih,atvnelih,atvnelisk,atvnelvnh,atvnela,atvnelht,atvnelih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he wants it,atulih,atulih,atulisk,atulvh,atula,atulht,atulih,b,False,False,False,vowel_a,none,False,False,False,False,False,True
it's boiling,alitlih,,alitlisk,alitlvh,,alilht,alitlih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's rooting it out,nhastetlih,nastetlih,nhastetlisk,nhastetlvh,nhastetla,nhastelht,nhastetlih,a,False,False,False,con,h_cons,True,True,False,False,False,True
he's shelling corn,khtlhih,katlhih,khtlhisk,khtlhvh,khtlha,khtlhvht,khtlhih,a,False,False,True,con,none,False,False,False,False,False,True
"1. he's calling him, inviting him. 2. he's receiving, getting him",yhanih,yanih,yhanisk,yhanvh,yana,yhanht,yhanih,a,False,False,False,con,none,False,False,False,False,True,True
he's starting/beginning,alenih,aleni,alenisk,alenvh,alena,alenht,alenih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
it's beginning,talenih,,talenisk,talenvh,,talenht,talenih,a,False,False,False,con,none,False,False,False,False,False,True
he's target practicing,akonih,akonih,akonisk,akonvh,akona,akonht,akonih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's spanking him,livnhih,livnhih,livnhih,livnhil,livnhka,livnhst,livnhih,a,False,False,False,con,none,False,True,False,False,False,True
he's shaking his head,alstvnhih,alistvnhih,alstvnhih,alstvnhil,alstvnhka,alstvnht,alstvnhih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
"he's mourning for him, it",skonhih,skonhih,skonhih,skonhil,skonhka,skonst,skonhih,a,False,False,False,con,none,False,False,False,False,False,True
1. he's withdrawing (a motion)  2. he's withdrawing (his candidacy)  3. he's pulling it out (a drawer),asesih,asesih,asesisk,asesvh,asesa,asesvht,asesih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's gathering it,lhisih,lhisih,lhisisk,lhisanh,lhisa,lhisoht,lhisih,a,False,False,False,con,none,False,True,True,False,False,True
he's burying him,nisih,nisih,nisisk,nisanh,nisa,nisoht,nisih,a,False,False,False,con,none,False,True,False,False,False,True
he's explaining it (a Biblical text),osisih,osisih,osisisk,osisanh,osisa,osisoht,osisih,a,False,False,True,vowel_e,none,False,True,False,False,False,True
he's straightening it,tshinosih,tshinosih,tshinosisk,tshinosanh,tshinosa,tshinosoht,tshinosih,a,False,False,False,con,none,False,True,True,False,False,True
he's recuperating,alehisih,aleisih,alehisisk,alehisanh,alehisa,alehisoht,alehisih,a,False,False,True,vowel_a,none,False,False,False,False,False,True
he's finding a flexible object,nawhthih,nawhthih,nawhthisk,nawhthvh,nawhtha,nawhthvht,nawhthih,a,False,False,False,con,none,False,True,False,False,False,True
"he's stabbing him, it",athih,athih,athih,athilh,athika,athist,athih,a,False,False,False,vowel_e,none,False,True,False,False,True,True
"he's finding him, it",whahthih,wahthih,whahthisk,whahthvh,wahtha,whahthvht,whahthih,a,False,False,False,con,none,False,False,False,False,True,True
he's finding some liquid,newhahthih,newahthih,newhahthisk,newhahthvh,newhahtha,newhahthvht,newhahthih,a,False,False,False,con,none,False,True,False,False,False,True
he's finding a long object,yvwhahthih,yvwahthih,yvwhahthisk,yvwhahthvh,yvwhahtha,yvwhahthvht,yvwhahthih,a,False,False,False,con,none,False,False,False,False,False,True
it's snowing,uthih,,uthisk,uthanh,,uthoht,uthih,a,False,False,False,vowel_e,none,False,True,False,False,False,True
he's having a birthday,atethiyih,atethiyih,atethiyisk,atethiyvh,atethiya,atethiyht,atethiyih,b,False,False,False,vowel_a,none,False,False,False,False,False,True
he's paying,akwhiyih,akwiyih,akwhiyisk,akwhiyvh,akwhiya,akwhiyht,akwhiyih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
1. he's catching him 2. he's arresting him 3. he's playing catcher,niyih,niyih,niyisk,niyvh,niya,niyht,niyih,a,False,False,False,con,none,False,True,False,False,False,True
"he's denying him, it",atayhih,atayih,atayhih,atayhil,atayika,atayhst,atayhih,a,False,False,False,vowel_a,none,False,False,False,False,True,True
he's crying,atloyhih,atloyih,atloyhih,atloyhil,atloyhka,atloyst,atloyhih,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's untying it,khaneyhih,kaneyhih,khaneyhisk,khaneyhvh,khaneyha,khaneyhvht,khaneyhih,a,False,False,True,con,none,False,False,False,False,False,True
1. he's making an incision 2. he's operating on him,yhelhoh,yelhoh,yhelhoh,yhelhal,yelaka,yhelst,yhelhoh,a,False,False,False,con,none,False,False,False,False,True,True
it's twisting,atanutheyoh,atanutheyoh,atanutheyoh,atanutheyol,atanutheyaka,atanutheyot,atanutheyoh,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's building a fence,asoyhoh,asoyhoh,asoyhoh,asoyhal,asoyhka,asoyst,asoyhoh,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's cheating,lonuheh,lonueh,lonuhesk,lonuhelh,lonuhvla,lonuheht,lonuheh,a,False,False,False,con,none,False,True,False,False,False,True
he's showing him,aseheh,aseheh,aseheh,asehel,asehisi,aseheht,aseheh,a,False,False,False,vowel_a,none,False,False,False,False,True,True
he's washing his hair,alstuleh,alistuleh,alstulesk,alstuleh,alstula,alstulht,alstuleh,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's giving him some liquid,nenheh,neneh,nenheh,nenhel,nevsi,nenhet,nenheh,a,False,False,False,con,none,False,True,False,False,True,True
he's taking it somewhere,whitih,witih,whitisk,whitvh,whita,whitht,whitih,a,False,False,False,con,none,False,False,False,False,False,True
he's losing his way,alenahih,alenahih,alenahih,alenalh,alenaka,alenast,alenahih,b,False,False,False,vowel_a,none,False,False,False,False,False,True
he's choking him,yhvskiyih,yvskiyih,yhvskiyisk,yhvskiyvh,yvskiya,yhvskiyht,yhvskiyih,a,False,False,False,con,none,False,False,False,False,True,True
he's tossing about,nvtsitoh,nvtsitoh,nvtsitoh,nvtsitol,nvtsita,nvtsitast,nvtsitoh,a,False,False,False,con,none,False,True,False,False,False,True
he's climbing around,litoh,litoh,litoh,litol,lita,litast,litoh,a,False,False,False,con,none,False,True,False,False,False,True
"he's touching him, it",asvnhih,asvnhih,asvnhih,asvnhil,asvnhka,asvnst,asvnhih,a,False,False,False,vowel_a,none,False,False,False,False,True,True
it (weather) is cold,yhvtl,,yhvtl,yhvtl,,,yhvtl,b,False,False,False,con,none,False,False,False,False,False,True
he's waiting for him/it,khthiy,kathiy,khthiy,khthit,kathita,khthitist,khthiy,a,False,False,False,con,none,False,False,False,False,True,True
he's looking at him/it,akhthost,akathost,akhthostisk,akhthosthan,akathosta,akhthostoht,akhthost,a,False,False,False,vowel_a,none,False,False,False,False,True,True
he's driving it (vehicle in motion or animal),hil,il,hilis,hilvs,,hilvst,hil,a,False,False,False,con,none,False,False,False,False,False,True
he's crawling,atansin,atanasin,atansinek,atansinvs,atansinuka,atansinvst,atansin,a,False,False,False,vowel_a,none,False,False,False,False,False,True
he's leading him,athinh,athinh,athinhek,athinhvs,athinhuka,athinhvst,athinh,a,False,False,False,vowel_a,none,False,False,False,False,True,True
